ST,CB,PB,GO,CA,Methodology,Rebal.
20,15,5,35,25,1-OFF,YES
20,15,5,35,25,DCA,NO
20,15,5,35,25,DCA,YES
20,15,5,30,30,1-OFF,NO
20,15,5,30,30,1-OFF,YES
20,15,5,30,30,DCA,NO
20,15,5,30,30,DCA,YES
20,15,5,25,35,1-OFF,NO
20,15,5,25,35,1-OFF,YES
20,15,5,25,35,DCA,NO
20,15,5,25,35,DCA,YES
20,15,5,20,40,1-OFF,NO
20,15,5,20,40,1-OFF,YES
20,15,5,20,40,DCA,NO
20,15,5,20,40,DCA,YES
20,15,5,15,45,1-OFF,NO
20,15,5,15,45,1-OFF,YES
20,15,5,15,45,DCA,NO
20,15,5,15,45,DCA,YES
20,15,5,10,50,1-OFF,NO
20,15,5,10,50,1-OFF,YES
20,15,5,10,50,DCA,NO
20,15,5,10,50,DCA,YES
20,15,5,5,55,1-OFF,NO
20,15,5,5,55,1-OFF,YES
20,15,5,5,55,DCA,NO
20,15,5,5,55,DCA,YES
20,15,5,0,60,1-OFF,NO
20,15,5,0,60,1-OFF,YES
20,15,5,0,60,DCA,NO
20,15,5,0,60,DCA,YES
20,15,0,65,0,1-OFF,NO
20,15,0,65,0,1-OFF,YES
20,15,0,65,0,DCA,NO
20,15,0,65,0,DCA,YES
20,15,0,60,5,1-OFF,NO
20,15,0,60,5,1-OFF,YES
20,15,0,60,5,DCA,NO
20,15,0,60,5,DCA,YES
20,15,0,55,10,1-OFF,NO
20,15,0,55,10,1-OFF,YES
20,15,0,55,10,DCA,NO
20,15,0,55,10,DCA,YES
20,15,0,50,15,1-OFF,NO
20,15,0,50,15,1-OFF,YES
20,15,0,50,15,DCA,NO
20,15,0,50,15,DCA,YES
20,15,0,45,20,1-OFF,NO
20,15,0,45,20,1-OFF,YES
20,15,0,45,20,DCA,NO
20,15,0,45,20,DCA,YES
20,15,0,40,25,1-OFF,NO
20,15,0,40,25,1-OFF,YES
20,15,0,40,25,DCA,NO
20,15,0,40,25,DCA,YES
20,15,0,35,30,1-OFF,NO
20,15,0,35,30,1-OFF,YES
20,15,0,35,30,DCA,NO
20,15,0,35,30,DCA,YES
20,15,0,30,35,1-OFF,NO
20,15,0,30,35,1-OFF,YES
20,15,0,30,35,DCA,NO
20,15,0,30,35,DCA,YES
20,15,0,25,40,1-OFF,NO
20,15,0,25,40,1-OFF,YES
20,15,0,25,40,DCA,NO
20,15,0,25,40,DCA,YES
20,15,0,20,45,1-OFF,NO
20,15,0,20,45,1-OFF,YES
20,15,0,20,45,DCA,NO
20,15,0,20,45,DCA,YES
20,15,0,15,50,1-OFF,NO
20,15,0,15,50,1-OFF,YES
20,15,0,15,50,DCA,NO
20,15,0,15,50,DCA,YES
20,15,0,10,55,1-OFF,NO
20,15,0,10,55,1-OFF,YES
20,15,0,10,55,DCA,NO
20,15,0,10,55,DCA,YES
20,15,0,5,60,1-OFF,NO
20,15,0,5,60,1-OFF,YES
20,15,0,5,60,DCA,NO
20,15,0,5,60,DCA,YES
20,15,0,0,65,1-OFF,NO
20,15,0,0,65,1-OFF,YES
20,15,0,0,65,DCA,NO
20,15,0,0,65,DCA,YES
20,10,70,0,0,1-OFF,NO
20,10,70,0,0,1-OFF,YES
20,10,70,0,0,DCA,NO
20,10,70,0,0,DCA,YES
20,10,65,5,0,1-OFF,NO
20,10,65,5,0,1-OFF,YES
20,10,65,5,0,DCA,NO
20,10,65,5,0,DCA,YES
20,10,65,0,5,1-OFF,NO
20,10,65,0,5,1-OFF,YES
20,10,65,0,5,DCA,NO
20,10,65,0,5,DCA,YES
20,10,60,10,0,1-OFF,NO
20,10,60,10,0,1-OFF,YES
20,10,60,10,0,DCA,NO
20,10,60,10,0,DCA,YES
20,10,60,5,5,1-OFF,NO
20,10,60,5,5,1-OFF,YES
20,10,60,5,5,DCA,NO
20,10,60,5,5,DCA,YES
20,10,60,0,10,1-OFF,NO
20,10,60,0,10,1-OFF,YES
20,10,60,0,10,DCA,NO
20,10,60,0,10,DCA,YES
20,10,55,15,0,1-OFF,NO
20,10,55,15,0,1-OFF,YES
20,10,55,15,0,DCA,NO
20,10,55,15,0,DCA,YES
20,10,55,10,5,1-OFF,NO
20,10,55,10,5,1-OFF,YES
20,10,55,10,5,DCA,NO
20,10,55,10,5,DCA,YES
20,10,55,5,10,1-OFF,NO
20,10,55,5,10,1-OFF,YES
20,10,55,5,10,DCA,NO
20,10,55,5,10,DCA,YES
20,10,55,0,15,1-OFF,NO
20,10,55,0,15,1-OFF,YES
20,10,55,0,15,DCA,NO
20,10,55,0,15,DCA,YES
20,10,50,20,0,1-OFF,NO
20,10,50,20,0,1-OFF,YES
20,10,50,20,0,DCA,NO
20,10,50,20,0,DCA,YES
20,10,50,15,5,1-OFF,NO
20,10,50,15,5,1-OFF,YES
20,10,50,15,5,DCA,NO
20,10,50,15,5,DCA,YES
20,10,50,10,10,1-OFF,NO
20,10,50,10,10,1-OFF,YES
20,10,50,10,10,DCA,NO
20,10,50,10,10,DCA,YES
20,10,50,5,15,1-OFF,NO
20,10,50,5,15,1-OFF,YES
20,10,50,5,15,DCA,NO
20,10,50,5,15,DCA,YES
20,10,50,0,20,1-OFF,NO
20,10,50,0,20,1-OFF,YES
20,10,50,0,20,DCA,NO
20,10,50,0,20,DCA,YES
20,10,45,25,0,1-OFF,NO
20,10,45,25,0,1-OFF,YES
20,10,45,25,0,DCA,NO
20,10,45,25,0,DCA,YES
20,10,45,20,5,1-OFF,NO
20,10,45,20,5,1-OFF,YES
20,10,45,20,5,DCA,NO
20,10,45,20,5,DCA,YES
20,10,45,15,10,1-OFF,NO
20,10,45,15,10,1-OFF,YES
20,10,45,15,10,DCA,NO
20,10,45,15,10,DCA,YES
20,10,45,10,15,1-OFF,NO
20,10,45,10,15,1-OFF,YES
20,10,45,10,15,DCA,NO
20,10,45,10,15,DCA,YES
20,10,45,5,20,1-OFF,NO
20,10,45,5,20,1-OFF,YES
20,10,45,5,20,DCA,NO
20,10,45,5,20,DCA,YES
20,10,45,0,25,1-OFF,NO
20,10,45,0,25,1-OFF,YES
20,10,45,0,25,DCA,NO
20,10,45,0,25,DCA,YES
20,10,40,30,0,1-OFF,NO
20,10,40,30,0,1-OFF,YES
20,10,40,30,0,DCA,NO
20,10,40,30,0,DCA,YES
20,10,40,25,5,1-OFF,NO
20,10,40,25,5,1-OFF,YES
20,10,40,25,5,DCA,NO
20,10,40,25,5,DCA,YES
20,10,40,20,10,1-OFF,NO
20,10,40,20,10,1-OFF,YES
20,10,40,20,10,DCA,NO
20,10,40,20,10,DCA,YES
20,10,40,15,15,1-OFF,NO
20,10,40,15,15,1-OFF,YES
20,10,40,15,15,DCA,NO
20,10,40,15,15,DCA,YES
20,10,40,10,20,1-OFF,NO
20,10,40,10,20,1-OFF,YES
20,10,40,10,20,DCA,NO
20,10,40,10,20,DCA,YES
20,10,40,5,25,1-OFF,NO
20,10,40,5,25,1-OFF,YES
20,10,40,5,25,DCA,NO
20,10,40,5,25,DCA,YES
20,10,40,0,30,1-OFF,NO
20,10,40,0,30,1-OFF,YES
20,10,40,0,30,DCA,NO
20,10,40,0,30,DCA,YES
20,10,35,35,0,1-OFF,NO
20,10,35,35,0,1-OFF,YES
20,10,35,35,0,DCA,NO
20,10,35,35,0,DCA,YES
20,10,35,30,5,1-OFF,NO
20,10,35,30,5,1-OFF,YES
20,10,35,30,5,DCA,NO
20,10,35,30,5,DCA,YES
20,10,35,25,10,1-OFF,NO
20,10,35,25,10,1-OFF,YES
20,10,35,25,10,DCA,NO
20,10,35,25,10,DCA,YES
20,10,35,20,15,1-OFF,NO
20,10,35,20,15,1-OFF,YES
20,10,35,20,15,DCA,NO
20,10,35,20,15,DCA,YES
20,10,35,15,20,1-OFF,NO
20,10,35,15,20,1-OFF,YES
20,10,35,15,20,DCA,NO
20,10,35,15,20,DCA,YES
20,10,35,10,25,1-OFF,NO
20,10,35,10,25,1-OFF,YES
20,10,35,10,25,DCA,NO
20,10,35,10,25,DCA,YES
20,10,35,5,30,1-OFF,NO
20,10,35,5,30,1-OFF,YES
20,10,35,5,30,DCA,NO
20,10,35,5,30,DCA,YES
20,10,35,0,35,1-OFF,NO
20,10,35,0,35,1-OFF,YES
20,10,35,0,35,DCA,NO
20,10,35,0,35,DCA,YES
20,10,30,40,0,1-OFF,NO
20,10,30,40,0,1-OFF,YES
20,10,30,40,0,DCA,NO
20,10,30,40,0,DCA,YES
20,10,30,35,5,1-OFF,NO
20,10,30,35,5,1-OFF,YES
20,10,30,35,5,DCA,NO
20,10,30,35,5,DCA,YES
20,10,30,30,10,1-OFF,NO
20,10,30,30,10,1-OFF,YES
20,10,30,30,10,DCA,NO
20,10,30,30,10,DCA,YES
20,10,30,25,15,1-OFF,NO
20,10,30,25,15,1-OFF,YES
20,10,30,25,15,DCA,NO
20,10,30,25,15,DCA,YES
20,10,30,20,20,1-OFF,NO
20,10,30,20,20,1-OFF,YES
20,10,30,20,20,DCA,NO
20,10,30,20,20,DCA,YES
20,10,30,15,25,1-OFF,NO
20,10,30,15,25,1-OFF,YES
20,10,30,15,25,DCA,NO
20,10,30,15,25,DCA,YES
20,10,30,10,30,1-OFF,NO
20,10,30,10,30,1-OFF,YES
20,10,30,10,30,DCA,NO
20,10,30,10,30,DCA,YES
20,10,30,5,35,1-OFF,NO
20,10,30,5,35,1-OFF,YES
20,10,30,5,35,DCA,NO
20,10,30,5,35,DCA,YES
20,10,30,0,40,1-OFF,NO
20,10,30,0,40,1-OFF,YES
20,10,30,0,40,DCA,NO
20,10,30,0,40,DCA,YES
20,10,25,45,0,1-OFF,NO
20,10,25,45,0,1-OFF,YES
20,10,25,45,0,DCA,NO
20,10,25,45,0,DCA,YES
20,10,25,40,5,1-OFF,NO
20,10,25,40,5,1-OFF,YES
20,10,25,40,5,DCA,NO
20,10,25,40,5,DCA,YES
20,10,25,35,10,1-OFF,NO
20,10,25,35,10,1-OFF,YES
20,10,25,35,10,DCA,NO
20,10,25,35,10,DCA,YES
20,10,25,30,15,1-OFF,NO
20,10,25,30,15,1-OFF,YES
20,10,25,30,15,DCA,NO
20,10,25,30,15,DCA,YES
20,10,25,25,20,1-OFF,NO
20,10,25,25,20,1-OFF,YES
20,10,25,25,20,DCA,NO
20,10,25,25,20,DCA,YES
20,10,25,20,25,1-OFF,NO
20,10,25,20,25,1-OFF,YES
20,10,25,20,25,DCA,NO
20,10,25,20,25,DCA,YES
20,10,25,15,30,1-OFF,NO
20,10,25,15,30,1-OFF,YES
20,10,25,15,30,DCA,NO
20,10,25,15,30,DCA,YES
20,10,25,10,35,1-OFF,NO
20,10,25,10,35,1-OFF,YES
20,10,25,10,35,DCA,NO
20,10,25,10,35,DCA,YES
20,10,25,5,40,1-OFF,NO
20,10,25,5,40,1-OFF,YES
20,10,25,5,40,DCA,NO
20,10,25,5,40,DCA,YES
20,10,25,0,45,1-OFF,NO
20,10,25,0,45,1-OFF,YES
20,10,25,0,45,DCA,NO
20,10,25,0,45,DCA,YES
20,10,20,50,0,1-OFF,NO
20,10,20,50,0,1-OFF,YES
20,10,20,50,0,DCA,NO
20,10,20,50,0,DCA,YES
20,10,20,45,5,1-OFF,NO
20,10,20,45,5,1-OFF,YES
20,10,20,45,5,DCA,NO
20,10,20,45,5,DCA,YES
20,10,20,40,10,1-OFF,NO
20,10,20,40,10,1-OFF,YES
20,10,20,40,10,DCA,NO
20,10,20,40,10,DCA,YES
20,10,20,35,15,1-OFF,NO
20,10,20,35,15,1-OFF,YES
20,10,20,35,15,DCA,NO
20,10,20,35,15,DCA,YES
20,10,20,30,20,1-OFF,NO
20,10,20,30,20,1-OFF,YES
20,10,20,30,20,DCA,NO
20,10,20,30,20,DCA,YES
20,10,20,25,25,1-OFF,NO
20,10,20,25,25,1-OFF,YES
20,10,20,25,25,DCA,NO
20,10,20,25,25,DCA,YES
20,10,20,20,30,1-OFF,NO
20,10,20,20,30,1-OFF,YES
20,10,20,20,30,DCA,NO
20,10,20,20,30,DCA,YES
20,10,20,15,35,1-OFF,NO
20,10,20,15,35,1-OFF,YES
20,10,20,15,35,DCA,NO
20,10,20,15,35,DCA,YES
20,10,20,10,40,1-OFF,NO
20,10,20,10,40,1-OFF,YES
20,10,20,10,40,DCA,NO
20,10,20,10,40,DCA,YES
20,10,20,5,45,1-OFF,NO
20,10,20,5,45,1-OFF,YES
20,10,20,5,45,DCA,NO
20,10,20,5,45,DCA,YES
20,10,20,0,50,1-OFF,NO
20,10,20,0,50,1-OFF,YES
20,10,20,0,50,DCA,NO
20,10,20,0,50,DCA,YES
20,10,15,55,0,1-OFF,NO
20,10,15,55,0,1-OFF,YES
20,10,15,55,0,DCA,NO
20,10,15,55,0,DCA,YES
20,10,15,50,5,1-OFF,NO
20,10,15,50,5,1-OFF,YES
20,10,15,50,5,DCA,NO
20,10,15,50,5,DCA,YES
20,10,15,45,10,1-OFF,NO
20,10,15,45,10,1-OFF,YES
20,10,15,45,10,DCA,NO
20,10,15,45,10,DCA,YES
20,10,15,40,15,1-OFF,NO
20,10,15,40,15,1-OFF,YES
20,10,15,40,15,DCA,NO
20,10,15,40,15,DCA,YES
20,10,15,35,20,1-OFF,NO
20,10,15,35,20,1-OFF,YES
20,10,15,35,20,DCA,NO
20,10,15,35,20,DCA,YES
20,10,15,30,25,1-OFF,NO
20,10,15,30,25,1-OFF,YES
20,10,15,30,25,DCA,NO
20,10,15,30,25,DCA,YES
20,10,15,25,30,1-OFF,NO
20,10,15,25,30,1-OFF,YES
20,10,15,25,30,DCA,NO
20,10,15,25,30,DCA,YES
20,10,15,20,35,1-OFF,NO
20,10,15,20,35,1-OFF,YES
20,10,15,20,35,DCA,NO
20,10,15,20,35,DCA,YES
20,10,15,15,40,1-OFF,NO
20,10,15,15,40,1-OFF,YES
20,10,15,15,40,DCA,NO
20,10,15,15,40,DCA,YES
20,10,15,10,45,1-OFF,NO
20,10,15,10,45,1-OFF,YES
20,10,15,10,45,DCA,NO
20,10,15,10,45,DCA,YES
20,10,15,5,50,1-OFF,NO
20,10,15,5,50,1-OFF,YES
20,10,15,5,50,DCA,NO
20,10,15,5,50,DCA,YES
20,10,15,0,55,1-OFF,NO
20,10,15,0,55,1-OFF,YES
20,10,15,0,55,DCA,NO
20,10,15,0,55,DCA,YES
20,10,10,60,0,1-OFF,NO
20,10,10,60,0,1-OFF,YES
20,10,10,60,0,DCA,NO
20,10,10,60,0,DCA,YES
20,10,10,55,5,1-OFF,NO
20,10,10,55,5,1-OFF,YES
20,10,10,55,5,DCA,NO
20,10,10,55,5,DCA,YES
20,10,10,50,10,1-OFF,NO
20,10,10,50,10,1-OFF,YES
20,10,10,50,10,DCA,NO
20,10,10,50,10,DCA,YES
20,10,10,45,15,1-OFF,NO
20,10,10,45,15,1-OFF,YES
20,10,10,45,15,DCA,NO
20,10,10,45,15,DCA,YES
20,10,10,40,20,1-OFF,NO
20,10,10,40,20,1-OFF,YES
20,10,10,40,20,DCA,NO
20,10,10,40,20,DCA,YES
20,10,10,35,25,1-OFF,NO
20,10,10,35,25,1-OFF,YES
20,10,10,35,25,DCA,NO
20,10,10,35,25,DCA,YES
20,10,10,30,30,1-OFF,NO
20,10,10,30,30,1-OFF,YES
20,10,10,30,30,DCA,NO
20,10,10,30,30,DCA,YES
20,10,10,25,35,1-OFF,NO
20,10,10,25,35,1-OFF,YES
20,10,10,25,35,DCA,NO
20,10,10,25,35,DCA,YES
20,10,10,20,40,1-OFF,NO
20,10,10,20,40,1-OFF,YES
20,10,10,20,40,DCA,NO
20,10,10,20,40,DCA,YES
20,10,10,15,45,1-OFF,NO
20,10,10,15,45,1-OFF,YES
20,10,10,15,45,DCA,NO
20,10,10,15,45,DCA,YES
20,10,10,10,50,1-OFF,NO
20,10,10,10,50,1-OFF,YES
20,10,10,10,50,DCA,NO
20,10,10,10,50,DCA,YES
20,10,10,5,55,1-OFF,NO
20,10,10,5,55,1-OFF,YES
20,10,10,5,55,DCA,NO
20,10,10,5,55,DCA,YES
20,10,10,0,60,1-OFF,NO
20,10,10,0,60,1-OFF,YES
20,10,10,0,60,DCA,NO
20,10,10,0,60,DCA,YES
20,10,5,65,0,1-OFF,NO
20,10,5,65,0,1-OFF,YES
20,10,5,65,0,DCA,NO
20,10,5,65,0,DCA,YES
20,10,5,60,5,1-OFF,NO
20,10,5,60,5,1-OFF,YES
20,10,5,60,5,DCA,NO
20,10,5,60,5,DCA,YES
20,10,5,55,10,1-OFF,NO
20,10,5,55,10,1-OFF,YES
20,10,5,55,10,DCA,NO
20,10,5,55,10,DCA,YES
20,10,5,50,15,1-OFF,NO
20,10,5,50,15,1-OFF,YES
20,10,5,50,15,DCA,NO
20,10,5,50,15,DCA,YES
20,10,5,45,20,1-OFF,NO
20,10,5,45,20,1-OFF,YES
20,10,5,45,20,DCA,NO
20,10,5,45,20,DCA,YES
20,10,5,40,25,1-OFF,NO
20,10,5,40,25,1-OFF,YES
20,10,5,40,25,DCA,NO
20,10,5,40,25,DCA,YES
20,10,5,35,30,1-OFF,NO
20,10,5,35,30,1-OFF,YES
20,10,5,35,30,DCA,NO
20,10,5,35,30,DCA,YES
20,10,5,30,35,1-OFF,NO
20,10,5,30,35,1-OFF,YES
20,10,5,30,35,DCA,NO
20,10,5,30,35,DCA,YES
20,10,5,25,40,1-OFF,NO
20,10,5,25,40,1-OFF,YES
20,10,5,25,40,DCA,NO
20,10,5,25,40,DCA,YES
20,10,5,20,45,1-OFF,NO
20,10,5,20,45,1-OFF,YES
20,10,5,20,45,DCA,NO
20,10,5,20,45,DCA,YES
20,10,5,15,50,1-OFF,NO
20,10,5,15,50,1-OFF,YES
20,10,5,15,50,DCA,NO
20,10,5,15,50,DCA,YES
20,10,5,10,55,1-OFF,NO
20,10,5,10,55,1-OFF,YES
20,10,5,10,55,DCA,NO
20,10,5,10,55,DCA,YES
20,10,5,5,60,1-OFF,NO
20,10,5,5,60,1-OFF,YES
20,10,5,5,60,DCA,NO
20,10,5,5,60,DCA,YES
20,10,5,0,65,1-OFF,NO
20,10,5,0,65,1-OFF,YES
20,10,5,0,65,DCA,NO
20,10,5,0,65,DCA,YES
20,10,0,70,0,1-OFF,NO
20,10,0,70,0,1-OFF,YES
20,10,0,70,0,DCA,NO
20,10,0,70,0,DCA,YES
20,10,0,65,5,1-OFF,NO
20,10,0,65,5,1-OFF,YES
20,10,0,65,5,DCA,NO
20,10,0,65,5,DCA,YES
20,10,0,60,10,1-OFF,NO
20,10,0,60,10,1-OFF,YES
20,10,0,60,10,DCA,NO
20,10,0,60,10,DCA,YES
20,10,0,55,15,1-OFF,NO
20,10,0,55,15,1-OFF,YES
20,10,0,55,15,DCA,NO
20,10,0,55,15,DCA,YES
20,10,0,50,20,1-OFF,NO
20,10,0,50,20,1-OFF,YES
20,10,0,50,20,DCA,NO
20,10,0,50,20,DCA,YES
20,10,0,45,25,1-OFF,NO
20,10,0,45,25,1-OFF,YES
20,10,0,45,25,DCA,NO
20,10,0,45,25,DCA,YES
20,10,0,40,30,1-OFF,NO
20,10,0,40,30,1-OFF,YES
20,10,0,40,30,DCA,NO
20,10,0,40,30,DCA,YES
20,10,0,35,35,1-OFF,NO
20,10,0,35,35,1-OFF,YES
20,10,0,35,35,DCA,NO
20,10,0,35,35,DCA,YES
20,10,0,30,40,1-OFF,NO
20,10,0,30,40,1-OFF,YES
20,10,0,30,40,DCA,NO
20,10,0,30,40,DCA,YES
20,10,0,25,45,1-OFF,NO
20,10,0,25,45,1-OFF,YES
20,10,0,25,45,DCA,NO
20,10,0,25,45,DCA,YES
20,10,0,20,50,1-OFF,NO
20,10,0,20,50,1-OFF,YES
20,10,0,20,50,DCA,NO
20,10,0,20,50,DCA,YES
20,10,0,15,55,1-OFF,NO
20,10,0,15,55,1-OFF,YES
20,10,0,15,55,DCA,NO
20,10,0,15,55,DCA,YES
20,10,0,10,60,1-OFF,NO
20,10,0,10,60,1-OFF,YES
20,10,0,10,60,DCA,NO
20,10,0,10,60,DCA,YES
20,10,0,5,65,1-OFF,NO
20,10,0,5,65,1-OFF,YES
20,10,0,5,65,DCA,NO
20,10,0,5,65,DCA,YES
20,10,0,0,70,1-OFF,NO
20,10,0,0,70,1-OFF,YES
20,10,0,0,70,DCA,NO
20,10,0,0,70,DCA,YES
20,5,75,0,0,1-OFF,NO
20,5,75,0,0,1-OFF,YES
20,5,75,0,0,DCA,NO
20,5,75,0,0,DCA,YES
20,5,70,5,0,1-OFF,NO
20,5,70,5,0,1-OFF,YES
20,5,70,5,0,DCA,NO
20,5,70,5,0,DCA,YES
20,5,70,0,5,1-OFF,NO
20,5,70,0,5,1-OFF,YES
20,5,70,0,5,DCA,NO
20,5,70,0,5,DCA,YES
20,5,65,10,0,1-OFF,NO
20,5,65,10,0,1-OFF,YES
20,5,65,10,0,DCA,NO
20,5,65,10,0,DCA,YES
20,5,65,5,5,1-OFF,NO
20,5,65,5,5,1-OFF,YES
20,5,65,5,5,DCA,NO
20,5,65,5,5,DCA,YES
20,5,65,0,10,1-OFF,NO
20,5,65,0,10,1-OFF,YES
20,5,65,0,10,DCA,NO
20,5,65,0,10,DCA,YES
20,5,60,15,0,1-OFF,NO
20,5,60,15,0,1-OFF,YES
20,5,60,15,0,DCA,NO
20,5,60,15,0,DCA,YES
20,5,60,10,5,1-OFF,NO
20,5,60,10,5,1-OFF,YES
20,5,60,10,5,DCA,NO
20,5,60,10,5,DCA,YES
20,5,60,5,10,1-OFF,NO
20,5,60,5,10,1-OFF,YES
20,5,60,5,10,DCA,NO
20,5,60,5,10,DCA,YES
20,5,60,0,15,1-OFF,NO
20,5,60,0,15,1-OFF,YES
20,5,60,0,15,DCA,NO
20,5,60,0,15,DCA,YES
20,5,55,20,0,1-OFF,NO
20,5,55,20,0,1-OFF,YES
20,5,55,20,0,DCA,NO
20,5,55,20,0,DCA,YES
20,5,55,15,5,1-OFF,NO
20,5,55,15,5,1-OFF,YES
20,5,55,15,5,DCA,NO
20,5,55,15,5,DCA,YES
20,5,55,10,10,1-OFF,NO
20,5,55,10,10,1-OFF,YES
20,5,55,10,10,DCA,NO
20,5,55,10,10,DCA,YES
20,5,55,5,15,1-OFF,NO
